AL;AL0087;ROBERTSDALE PUBLIC LIBRARY                                  ;robertsdale.org                                                                 ;2624;13;5;224606;4868;49573;16723;72862
AL;AL0088;GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY               ;-3                                                                              ;2548;23;9;415747;10207;218260;25539;89609
AL;AL0090;ADAMSVILLE PUBLIC LIBRARY                                   ;-3                                                                              ;2340;8;3;103572;11892;14255;6608;19650
AL;AL0091;BESSEMER PUBLIC LIBRARY                                     ;WWW.BESSEMER.LIB.AL.US                                                          ;2850;67;8.5;626330;35790;112091;113022;99050
AL;AL0092;MOUNTAIN BROOK - EMMET O'NEAL LIBRARY                       ;www.eolib.org                                                                   ;3250;66;29;2264474;28153;276550;3293;368763
AL;AL0093;FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY                ;-3                                                                              ;4992;15;7;191122;18543;21387;2556;9738
AL;AL0094;FULTONDALE PUBLIC LIBRARY                                   ;-3                                                                              ;2510;12;7;341862;14040;10984;7249;23792
AL;AL0095;GARDENDALE - MARTHA MOORE PUBLIC LIBRARY                    ;gardendale.lib.al.us                                                            ;2354;24;9.5;642361;20552;117192;35686;170783
AL;AL0096;GRAYSVILLE PUBLIC LIBRARY                                   ;GRAYSVILLE.LIB.AL.US                                                            ;2150;6;3.5;91075;9524;9625;8029;34653
AL;AL0097;HOMEWOOD PUBLIC LIBRARY                                     ;WWW.HOMEWOOD.LIB.AL.US                                                          ;3306;125;33.57;2002408;31045;576971;138125;608817
AL;AL0098;HOOVER PUBLIC LIBRARY                                       ;WWW.HOOVERLIBRARY.ORG                                                           ;3417;163;69.2;5561650;77005;684580;31112;1630981
AL;AL0099;HUEYTOWN PUBLIC LIBRARY                                     ;-3                                                                              ;2340;11;7;144064;22905;49638;32427;74176
AL;AL0100;IRONDALE PUBLIC LIBRARY                                     ;-3                                                                              ;2496;10;5.53;318444;16598;28363;14754;67367
AL;AL0101;LEEDS - JANE CULBRETH LIBRARY                               ;www.leedslibrary.com                                                            ;2080;19;5.27;243667;18336;47667;9139;56251
AL;AL0102;MIDFIELD PUBLIC LIBRARY                                     ;MIDFIELD.LIB.AL.US                                                              ;2416;10;1.95;98418;12340;13912;8522;14300
AL;AL0103;PLEASANT GROVE PUBLIC LIBRARY                               ;-3                                                                              ;2404;12;2.5;148319;17400;28459;9228;47718
AL;AL0104;TARRANT PUBLIC LIBRARY                                      ;-3                                                                              ;2250;7;3;178890;13692;27384;11659;19087
AL;AL0105;TRUSSVILLE PUBLIC LIBRARY                                   ;WWW.TRUSSVILLELIBRARY.COM                                                       ;2916;18;15;1003906;25698;237074;3894;353783
AL;AL0106;VESTAVIA HILLS PUBLIC LIBRARY                               ;VESTAVIA.LIB.AL.US                                                              ;3321;37;17;1258197;38161;248008;73265;277817
AL;AL0107;WARRIOR PUBLIC LIBRARY                                      ;-3                                                                              ;2492;5;2.5;132113;10157;16866;3817;22206
AL;AL0108;BIRMINGHAM PUBLIC LIBRARY                                   ;BPLONLINE.ORG                                                                   ;47689;317;235.38;17644458;236948;2151349;582944;1651488
AL;AL0109;FORT PAYNE - DEKALB COUNTY PUBLIC LIBRARY                   ;-3                                                                              ;4156;22;4.4;341324;58429;59974;16691;63929
AL;AL0110;COLLINSVILLE PUBLIC LIBRARY                                 ;-3                                                                              ;1333;15;3;101164;1685;9801;5248;3396
AL;AL0111;GERALDINE PUBLIC LIBRARY                                    ;-3                                                                              ;1900;11;2.25;28630;832;7921;3384;6123
AL;AL0112;RAINSVILLE PUBLIC LIBRARY                                   ;-3                                                                              ;2589;14;6.33;163205;4900;36222;330;60760
AL;AL0113;ESCAMBIA COUNTY COOPERATIVE LIBRARY SYSTEM                  ;-3                                                                              ;1820;20;1.5;55351;23355;76839;19471;5764
AL;AL0114;ATMORE PUBLIC                                               ;WWW.ATMORELIBRARY.COM                                                           ;2708;26;6.9;320946;7427;39520;15011;62102
AL;AL0115;BREWTON PUBLIC LIBRARY                                      ;-3                                                                              ;2600;26;11;434864;5281;52845;20098;136395
AL;AL0116;FLOMATON PUBLIC LIBRARY                                     ;-3                                                                              ;2450;14;2.87;123963;1537;24496;5752;90450
AL;AL0117;GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY                      ;www.gadsdenlibrary.org                                                          ;7124;42;31;1496251;80294;287950;19744;181663
